Member Id,Course,Number of classes attended,Number of classes absent,Course Credit,Average Attendance %,Serial No.,Course Type,Student Name,Program,Batch,Period,Enrollment Date,Primary Faculty,Section
80a07a7fcd7667465995a9deb9da33acac2450ec08cb48ef0b2004dbb0d4476b,CSE 514/Concrete Mathematics,10.0,3.0,4.0,76.9,1923,REGULAR,de7e7ef18496b8fd1b51b57f4dd9d0ab8d9fcc3314d9be09cd23dbb96f6a7d5a,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,28/07/24,Srinivas Vivek,T1-24-25-CSE 514
818913f37398f6d66e94b36a75fdcfd7875938ee8d42abc430cdffce933b2212,CSE 511/Algorithms,57.0,24.0,4.0,70.4,1615,REGULAR,7358abc91cad1a6e038982e28f17d213971e82dc2010057c9b60ec03b14216fa,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,23/07/24,Muralidhara V N,T1-24-25-CSE 511
818913f37398f6d66e94b36a75fdcfd7875938ee8d42abc430cdffce933b2212,CSE 513/Software Systems,26.0,32.0,4.0,46.4,1767,REGULAR,7358abc91cad1a6e038982e28f17d213971e82dc2010057c9b60ec03b14216fa,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,23/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
818913f37398f6d66e94b36a75fdcfd7875938ee8d42abc430cdffce933b2212,CSE 514/Concrete Mathematics,5.0,8.0,4.0,38.5,1936,REGULAR,7358abc91cad1a6e038982e28f17d213971e82dc2010057c9b60ec03b14216fa,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,23/07/24,Srinivas Vivek,T1-24-25-CSE 514
820f042794c50755de2f88e3698db4ebd2c8a5776d42e11597abc43118c6231c,AIM 511/Machine Learning,56.0,0.0,4.0,100.0,230,REGULAR,291a9c18fa783c9e288c8c11326f80b7219f1e95520ebb76693c366d87694a12,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
820f042794c50755de2f88e3698db4ebd2c8a5776d42e11597abc43118c6231c,AIM 512/Mathematics for Machine Learning,2.0,0.0,4.0,100.0,422,REGULAR,291a9c18fa783c9e288c8c11326f80b7219f1e95520ebb76693c366d87694a12,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
820f042794c50755de2f88e3698db4ebd2c8a5776d42e11597abc43118c6231c,CSE 511/Algorithms,75.0,6.0,4.0,92.6,1555,REGULAR,291a9c18fa783c9e288c8c11326f80b7219f1e95520ebb76693c366d87694a12,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,Muralidhara V N,T1-24-25-CSE 511
820f042794c50755de2f88e3698db4ebd2c8a5776d42e11597abc43118c6231c,CSE 513/Software Systems,58.0,0.0,4.0,100.0,1703,REGULAR,291a9c18fa783c9e288c8c11326f80b7219f1e95520ebb76693c366d87694a12,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
82c690c07a68cee555ec6a0f5568ea1ad4effc521f24abf2899d21ceb0c1fc3f,AIM 511/Machine Learning,54.0,2.0,4.0,96.4,178,REGULAR,45aa69a27721325f90d6464eaf583d3fcc6340cee03f4be75ec549e47fc43136,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
82c690c07a68cee555ec6a0f5568ea1ad4effc521f24abf2899d21ceb0c1fc3f,AIM 512/Mathematics for Machine Learning,2.0,0.0,4.0,100.0,371,REGULAR,45aa69a27721325f90d6464eaf583d3fcc6340cee03f4be75ec549e47fc43136,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
82c690c07a68cee555ec6a0f5568ea1ad4effc521f24abf2899d21ceb0c1fc3f,CSE 511/Algorithms,78.0,3.0,4.0,96.3,1502,REGULAR,45aa69a27721325f90d6464eaf583d3fcc6340cee03f4be75ec549e47fc43136,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,30/07/24,Muralidhara V N,T1-24-25-CSE 511
82c690c07a68cee555ec6a0f5568ea1ad4effc521f24abf2899d21ceb0c1fc3f,CSE 513/Software Systems,46.0,12.0,4.0,100.0,1647,REGULAR,45aa69a27721325f90d6464eaf583d3fcc6340cee03f4be75ec549e47fc43136,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,30/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
843286b21a5887a7ae9b7dced23553699f14debd4c55b6ec1b78a02d1d00328f,AIM 511/Machine Learning,26.0,30.0,4.0,46.4,169,REGULAR,5ffb6ba03fce9d434c1525e3dfd6c39f3900c882b97f2740b9152a6c3dc69fb0,Master of Science By Research,MS Batch of 2024,Term I 2024-25,06/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
843286b21a5887a7ae9b7dced23553699f14debd4c55b6ec1b78a02d1d00328f,VLS 505/System design with FPGA,7.0,2.0,4.0,77.8,4785,REGULAR,5ffb6ba03fce9d434c1525e3dfd6c39f3900c882b97f2740b9152a6c3dc69fb0,Master of Science By Research,MS Batch of 2024,Term I 2024-25,06/08/24,Nanditha Rao,T1-24-25-VLS 505
86138bcee326434127d84f07597679d064b5db5173936ad6a2a1f9c1e395ef65,AIM 511/Machine Learning,46.0,10.0,4.0,82.1,237,REGULAR,1062e522ea8ba313d028f1a18b5fa865d2e8632e06279a8785dcc403fe58bf16,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
86138bcee326434127d84f07597679d064b5db5173936ad6a2a1f9c1e395ef65,AIM 512/Mathematics for Machine Learning,1.0,1.0,4.0,50.0,429,REGULAR,1062e522ea8ba313d028f1a18b5fa865d2e8632e06279a8785dcc403fe58bf16,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
86138bcee326434127d84f07597679d064b5db5173936ad6a2a1f9c1e395ef65,CSE 511/Algorithms,33.0,48.0,4.0,40.7,1567,REGULAR,1062e522ea8ba313d028f1a18b5fa865d2e8632e06279a8785dcc403fe58bf16,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,31/07/24,Muralidhara V N,T1-24-25-CSE 511
86138bcee326434127d84f07597679d064b5db5173936ad6a2a1f9c1e395ef65,CSE 513/Software Systems,32.0,26.0,4.0,100.0,1715,REGULAR,1062e522ea8ba313d028f1a18b5fa865d2e8632e06279a8785dcc403fe58bf16,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,31/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
86b2b4629113bb3a78373aa25f95a8dcc6e5676327b2c3e36109872ac9bacc2c,VLS 502/Analog CMOS VLSI Design,16.0,6.0,4.0,72.7,4580,REGULAR,d473cf17c31e979d0e25cbe2ba99fe4564298e99d18ffab0ea3fa3dbd0629faa,Master of Science By Research,MS Batch of 2024,Term I 2024-25,06/08/24,Sakshi Arora,T1-24-25-VLS 502
86b2b4629113bb3a78373aa25f95a8dcc6e5676327b2c3e36109872ac9bacc2c,VLS 505/System design with FPGA,6.0,3.0,4.0,66.7,4783,REGULAR,d473cf17c31e979d0e25cbe2ba99fe4564298e99d18ffab0ea3fa3dbd0629faa,Master of Science By Research,MS Batch of 2024,Term I 2024-25,06/08/24,Nanditha Rao,T1-24-25-VLS 505
86b2b4629113bb3a78373aa25f95a8dcc6e5676327b2c3e36109872ac9bacc2c,VLS 864/Embedded Systems Design,20.0,4.0,4.0,83.3,4921,REGULAR,d473cf17c31e979d0e25cbe2ba99fe4564298e99d18ffab0ea3fa3dbd0629faa,Master of Science By Research,MS Batch of 2024,Term I 2024-25,06/08/24,Kurian Polachan,T1-24-25-VLS 864
874aeb4dc9168df3b066d62442998879faa3b5633f76c2d198e65a7719206312,AIM 511/Machine Learning,52.0,4.0,4.0,92.9,184,REGULAR,c2fb92d8f8a952d5f65c1475022df132c75d9625fcb6087dd2ce5371573fa052,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
874aeb4dc9168df3b066d62442998879faa3b5633f76c2d198e65a7719206312,AIM 512/Mathematics for Machine Learning,2.0,0.0,4.0,100.0,377,REGULAR,c2fb92d8f8a952d5f65c1475022df132c75d9625fcb6087dd2ce5371573fa052,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
874aeb4dc9168df3b066d62442998879faa3b5633f76c2d198e65a7719206312,CSE 511/Algorithms,75.0,6.0,4.0,92.6,1509,REGULAR,c2fb92d8f8a952d5f65c1475022df132c75d9625fcb6087dd2ce5371573fa052,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,25/07/24,Muralidhara V N,T1-24-25-CSE 511
874aeb4dc9168df3b066d62442998879faa3b5633f76c2d198e65a7719206312,CSE 513/Software Systems,40.0,18.0,4.0,100.0,1655,REGULAR,c2fb92d8f8a952d5f65c1475022df132c75d9625fcb6087dd2ce5371573fa052,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,25/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
886e0189693d4230c5722546c0265d0fdcd88fc73247c8671b693a713ba766fd,CSE 511/Algorithms,72.0,9.0,4.0,88.9,1565,REGULAR,8b574a8e616b34c4963add8d1e29699450bfb36fad66c72fb023c58fa8331eee,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,Muralidhara V N,T1-24-25-CSE 511
886e0189693d4230c5722546c0265d0fdcd88fc73247c8671b693a713ba766fd,CSE 513/Software Systems,40.0,18.0,4.0,100.0,1713,REGULAR,8b574a8e616b34c4963add8d1e29699450bfb36fad66c72fb023c58fa8331eee,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
886e0189693d4230c5722546c0265d0fdcd88fc73247c8671b693a713ba766fd,CSE 514/Concrete Mathematics,12.0,1.0,4.0,92.3,1921,REGULAR,8b574a8e616b34c4963add8d1e29699450bfb36fad66c72fb023c58fa8331eee,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,Srinivas Vivek,T1-24-25-CSE 514
8a05deb24a58572dbd614925f9c11a21911119e72ebf61b146e589c254093f6a,AIM 511/Machine Learning,48.0,8.0,4.0,85.7,260,REGULAR,407226cd3a17e5bf219ee9a14b2d94190dc7c48a81523f393309ab90ce351a42,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
8a05deb24a58572dbd614925f9c11a21911119e72ebf61b146e589c254093f6a,AIM 512/Mathematics for Machine Learning,1.0,1.0,4.0,50.0,452,REGULAR,407226cd3a17e5bf219ee9a14b2d94190dc7c48a81523f393309ab90ce351a42,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
8a05deb24a58572dbd614925f9c11a21911119e72ebf61b146e589c254093f6a,CSE 511/Algorithms,69.0,12.0,4.0,85.2,1588,REGULAR,407226cd3a17e5bf219ee9a14b2d94190dc7c48a81523f393309ab90ce351a42,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,Muralidhara V N,T1-24-25-CSE 511
8a05deb24a58572dbd614925f9c11a21911119e72ebf61b146e589c254093f6a,CSE 513/Software Systems,52.0,6.0,4.0,100.0,1739,REGULAR,407226cd3a17e5bf219ee9a14b2d94190dc7c48a81523f393309ab90ce351a42,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
8cb15210fc827fc2beae0aa4340222a09aecad3c6486ead50b0463f40631d8fc,AIM 511/Machine Learning,40.0,16.0,4.0,71.4,202,REGULAR,cbb4a2293ef57109562db972a577b9f2da44944e5598fc0b9fd470b136fef4d0,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
8cb15210fc827fc2beae0aa4340222a09aecad3c6486ead50b0463f40631d8fc,AIM 512/Mathematics for Machine Learning,1.0,1.0,4.0,50.0,393,REGULAR,cbb4a2293ef57109562db972a577b9f2da44944e5598fc0b9fd470b136fef4d0,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
8cb15210fc827fc2beae0aa4340222a09aecad3c6486ead50b0463f40631d8fc,CSE 511/Algorithms,54.0,27.0,4.0,66.7,1527,REGULAR,cbb4a2293ef57109562db972a577b9f2da44944e5598fc0b9fd470b136fef4d0,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,23/07/24,Muralidhara V N,T1-24-25-CSE 511
8cb15210fc827fc2beae0aa4340222a09aecad3c6486ead50b0463f40631d8fc,CSE 513/Software Systems,22.0,36.0,4.0,100.0,1673,REGULAR,cbb4a2293ef57109562db972a577b9f2da44944e5598fc0b9fd470b136fef4d0,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,23/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
8f51a88db0a37b4044ca13da7ec48f8b8afbc487cf9363aec1a9de7313e8022e,AIM 511/Machine Learning,54.0,2.0,4.0,96.4,268,REGULAR,67b77b45edd7bea8300b83d7bf76778eb4efb775c477d0d5a8f883d9d9d90d48,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
8f51a88db0a37b4044ca13da7ec48f8b8afbc487cf9363aec1a9de7313e8022e,AIM 512/Mathematics for Machine Learning,1.0,1.0,4.0,50.0,460,REGULAR,67b77b45edd7bea8300b83d7bf76778eb4efb775c477d0d5a8f883d9d9d90d48,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
8f51a88db0a37b4044ca13da7ec48f8b8afbc487cf9363aec1a9de7313e8022e,CSE 513/Software Systems,38.0,20.0,4.0,100.0,1747,REGULAR,67b77b45edd7bea8300b83d7bf76778eb4efb775c477d0d5a8f883d9d9d90d48,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,28/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
8f51a88db0a37b4044ca13da7ec48f8b8afbc487cf9363aec1a9de7313e8022e,CSE 514/Concrete Mathematics,13.0,0.0,4.0,100.0,1930,REGULAR,67b77b45edd7bea8300b83d7bf76778eb4efb775c477d0d5a8f883d9d9d90d48,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,28/07/24,Srinivas Vivek,T1-24-25-CSE 514
9031c0a66cf7a2e621c6aad6b6fe7ae06ce28f1cb695cc5968419fe9f6f21660,AIM 511/Machine Learning,48.0,8.0,4.0,85.7,194,REGULAR,d8087676d45e9c2df441a200ecc6a06ae8c2a0b48b31b3cba37b5b8cd8a95356,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
9031c0a66cf7a2e621c6aad6b6fe7ae06ce28f1cb695cc5968419fe9f6f21660,AIM 512/Mathematics for Machine Learning,0.0,2.0,4.0,0.0,385,REGULAR,d8087676d45e9c2df441a200ecc6a06ae8c2a0b48b31b3cba37b5b8cd8a95356,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
9031c0a66cf7a2e621c6aad6b6fe7ae06ce28f1cb695cc5968419fe9f6f21660,CSE 511/Algorithms,72.0,9.0,4.0,88.9,1519,REGULAR,d8087676d45e9c2df441a200ecc6a06ae8c2a0b48b31b3cba37b5b8cd8a95356,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,Muralidhara V N,T1-24-25-CSE 511
9031c0a66cf7a2e621c6aad6b6fe7ae06ce28f1cb695cc5968419fe9f6f21660,CSE 513/Software Systems,38.0,20.0,4.0,100.0,1665,REGULAR,d8087676d45e9c2df441a200ecc6a06ae8c2a0b48b31b3cba37b5b8cd8a95356,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
903ab118badf6b5f25ec9b21546a6b501f0d79ae52115b8b115a3b5b068a0b61,AIM 511/Machine Learning,52.0,4.0,4.0,92.9,253,REGULAR,4d8b9cf222545271ed520ca9d307b2fa5594defde9238d701a5e2b38de6fca0c,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
903ab118badf6b5f25ec9b21546a6b501f0d79ae52115b8b115a3b5b068a0b61,AIM 512/Mathematics for Machine Learning,2.0,0.0,4.0,100.0,445,REGULAR,4d8b9cf222545271ed520ca9d307b2fa5594defde9238d701a5e2b38de6fca0c,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
903ab118badf6b5f25ec9b21546a6b501f0d79ae52115b8b115a3b5b068a0b61,CSE 511/Algorithms,72.0,9.0,4.0,88.9,1581,REGULAR,4d8b9cf222545271ed520ca9d307b2fa5594defde9238d701a5e2b38de6fca0c,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,28/07/24,Muralidhara V N,T1-24-25-CSE 511
903ab118badf6b5f25ec9b21546a6b501f0d79ae52115b8b115a3b5b068a0b61,CSE 513/Software Systems,52.0,6.0,4.0,100.0,1731,REGULAR,4d8b9cf222545271ed520ca9d307b2fa5594defde9238d701a5e2b38de6fca0c,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,28/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
903ab118badf6b5f25ec9b21546a6b501f0d79ae52115b8b115a3b5b068a0b61,CSE 514/Concrete Mathematics,12.0,1.0,4.0,92.3,1927,REGULAR,4d8b9cf222545271ed520ca9d307b2fa5594defde9238d701a5e2b38de6fca0c,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,28/07/24,Srinivas Vivek,T1-24-25-CSE 514
917d5a2810abd7def4a4b07a1c51d0915ebbaf6f977d21c88cbb836fa2413f77,AIM 511/Machine Learning,54.0,2.0,4.0,96.4,249,REGULAR,0cd1d194e6069365057fb0d776471c75c872eb34bef68bafdea4ddda4d0ad427,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
917d5a2810abd7def4a4b07a1c51d0915ebbaf6f977d21c88cbb836fa2413f77,AIM 512/Mathematics for Machine Learning,2.0,0.0,4.0,100.0,441,REGULAR,0cd1d194e6069365057fb0d776471c75c872eb34bef68bafdea4ddda4d0ad427,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
917d5a2810abd7def4a4b07a1c51d0915ebbaf6f977d21c88cbb836fa2413f77,CSE 511/Algorithms,78.0,3.0,4.0,96.3,1578,REGULAR,0cd1d194e6069365057fb0d776471c75c872eb34bef68bafdea4ddda4d0ad427,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,24/07/24,Muralidhara V N,T1-24-25-CSE 511
917d5a2810abd7def4a4b07a1c51d0915ebbaf6f977d21c88cbb836fa2413f77,CSE 513/Software Systems,56.0,2.0,4.0,100.0,1728,REGULAR,0cd1d194e6069365057fb0d776471c75c872eb34bef68bafdea4ddda4d0ad427,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,24/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
931d174b83805f2362e7c06a77f786c09d5f3c6ffc9e4dbea8e8b1c694df5079,DHS 301/Data Analysis and Visualization,30.0,6.0,4.0,83.3,2706,REGULAR,c536240bf69342507ab94531dd7942efe12d20037a1da532a985d527971fb1c5,Master of Science By Research,MS Batch of 2024,Term I 2024-25,07/08/24,"Jaya Sreevalsan Nair,V Sridhar",T1-24-DHS301
931d174b83805f2362e7c06a77f786c09d5f3c6ffc9e4dbea8e8b1c694df5079,DHS 304/User Research,21.0,1.0,4.0,95.5,2724,REGULAR,c536240bf69342507ab94531dd7942efe12d20037a1da532a985d527971fb1c5,Master of Science By Research,MS Batch of 2024,Term I 2024-25,07/08/24,Preeti Mudliar,T1-24-DHS304
93f52dd394675941e61fd9727d9258a6d4ccbaef44ec0aa83a0b7a08f984c39e,AIM 511/Machine Learning,50.0,6.0,4.0,89.3,196,REGULAR,baaf7c9d4b22d0c321c994bbf622775f55fec625250bce10afdc17ef84ea8320,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
93f52dd394675941e61fd9727d9258a6d4ccbaef44ec0aa83a0b7a08f984c39e,AIM 512/Mathematics for Machine Learning,1.0,1.0,4.0,50.0,387,REGULAR,baaf7c9d4b22d0c321c994bbf622775f55fec625250bce10afdc17ef84ea8320,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
93f52dd394675941e61fd9727d9258a6d4ccbaef44ec0aa83a0b7a08f984c39e,CSE 511/Algorithms,69.0,12.0,4.0,85.2,1521,REGULAR,baaf7c9d4b22d0c321c994bbf622775f55fec625250bce10afdc17ef84ea8320,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,30/07/24,Muralidhara V N,T1-24-25-CSE 511
93f52dd394675941e61fd9727d9258a6d4ccbaef44ec0aa83a0b7a08f984c39e,CSE 513/Software Systems,50.0,8.0,4.0,100.0,1667,REGULAR,baaf7c9d4b22d0c321c994bbf622775f55fec625250bce10afdc17ef84ea8320,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,30/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
94f0b0e192b51f60e5afb2e62829496b66351669a42c1f6b2b20161da8c2dc0d,CSE 513/Software Systems,58.0,52.0,4.0,63.0,1734,REGULAR,b32270d8c1cd9bd6f0908e121389cb1e9d0e54b2b44a4d328ba982f4417b6645,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,30/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
94f0b0e192b51f60e5afb2e62829496b66351669a42c1f6b2b20161da8c2dc0d,CSE 514/Concrete Mathematics,12.0,14.0,4.0,46.2,1928,REGULAR,b32270d8c1cd9bd6f0908e121389cb1e9d0e54b2b44a4d328ba982f4417b6645,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,30/07/24,Srinivas Vivek,T1-24-25-CSE 514
952f4447c2c4fbccc716f8926fa16acc56f968f12731b73d2a03664cf9560779,AIM 511/Machine Learning,50.0,6.0,4.0,89.3,282,REGULAR,c571e2db3221dd8fe643cdfd5cace13ca7b00d7147203ea6345ce5502b03d547,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
952f4447c2c4fbccc716f8926fa16acc56f968f12731b73d2a03664cf9560779,AIM 512/Mathematics for Machine Learning,1.0,1.0,4.0,50.0,474,REGULAR,c571e2db3221dd8fe643cdfd5cace13ca7b00d7147203ea6345ce5502b03d547,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
952f4447c2c4fbccc716f8926fa16acc56f968f12731b73d2a03664cf9560779,CSE 511/Algorithms,69.0,12.0,4.0,85.2,1611,REGULAR,c571e2db3221dd8fe643cdfd5cace13ca7b00d7147203ea6345ce5502b03d547,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,30/07/24,Muralidhara V N,T1-24-25-CSE 511
952f4447c2c4fbccc716f8926fa16acc56f968f12731b73d2a03664cf9560779,CSE 513/Software Systems,48.0,10.0,4.0,100.0,1763,REGULAR,c571e2db3221dd8fe643cdfd5cace13ca7b00d7147203ea6345ce5502b03d547,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,30/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
95962c7d81eb9ecbfe8bd0c1edd6bce3751e4fecaac1fb6fc02b0c4d4cd982f4,AIM 843/Spatio-temporal Data Analytics I,17.0,7.0,4.0,70.8,814,REGULAR,2cb32d0986278cdc6131560c7f136b61bf867aee591cf1a6e3dbd52612223084,Master of Science By Research,MS Batch of 2024,Term I 2024-25,07/08/24,Jaya Sreevalsan Nair,T1-24-25-AIM 843
95962c7d81eb9ecbfe8bd0c1edd6bce3751e4fecaac1fb6fc02b0c4d4cd982f4,DAS 703/Geographic Information Systems,1.0,24.0,4.0,4.0,2609,REGULAR,2cb32d0986278cdc6131560c7f136b61bf867aee591cf1a6e3dbd52612223084,Master of Science By Research,MS Batch of 2024,Term I 2024-25,07/08/24,Uttam Kumar,T1-24-25-DAS 703
97ffb93f787d6a036873adc0d62a564c0de94fcd8abce8a291d7832c8a65924f,AIM 511/Machine Learning,52.0,4.0,4.0,92.9,266,REGULAR,c9a3a43616f332a47abe35647e447d7dfa4a1981498b4a7ae2343b218d4ddd4a,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
97ffb93f787d6a036873adc0d62a564c0de94fcd8abce8a291d7832c8a65924f,AIM 512/Mathematics for Machine Learning,1.0,1.0,4.0,50.0,458,REGULAR,c9a3a43616f332a47abe35647e447d7dfa4a1981498b4a7ae2343b218d4ddd4a,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
97ffb93f787d6a036873adc0d62a564c0de94fcd8abce8a291d7832c8a65924f,CSE 511/Algorithms,75.0,6.0,4.0,92.6,1594,REGULAR,c9a3a43616f332a47abe35647e447d7dfa4a1981498b4a7ae2343b218d4ddd4a,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,Muralidhara V N,T1-24-25-CSE 511
97ffb93f787d6a036873adc0d62a564c0de94fcd8abce8a291d7832c8a65924f,CSE 513/Software Systems,38.0,20.0,4.0,100.0,1745,REGULAR,c9a3a43616f332a47abe35647e447d7dfa4a1981498b4a7ae2343b218d4ddd4a,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
980f0c3c4dd8b4f09da2ef6aa1c406ed6983bbccfca82fec984c1c81035f5c36,AIM 511/Machine Learning,54.0,2.0,4.0,96.4,233,REGULAR,2fbaa02601c687b49a9303b939c3414a156adcc3563d6af97f88c41b249217e3,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
980f0c3c4dd8b4f09da2ef6aa1c406ed6983bbccfca82fec984c1c81035f5c36,AIM 512/Mathematics for Machine Learning,2.0,0.0,4.0,100.0,425,REGULAR,2fbaa02601c687b49a9303b939c3414a156adcc3563d6af97f88c41b249217e3,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
980f0c3c4dd8b4f09da2ef6aa1c406ed6983bbccfca82fec984c1c81035f5c36,CSE 511/Algorithms,69.0,12.0,4.0,85.2,1561,REGULAR,2fbaa02601c687b49a9303b939c3414a156adcc3563d6af97f88c41b249217e3,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,30/07/24,Muralidhara V N,T1-24-25-CSE 511
