Serial No.,Course Type,Student ID,Student Name,Program,Batch,Period,Enrollment Date,Primary Faculty,Subject Code / Name,Section
2567,REGULAR,598480dbc7258a7264ca4baf39059ae1f5425384e69b715591700eed64c53e49,12b51db6617bcc5cb81f31fe0f3f2ee7cde7404e20f44ceb94ed8d3d23d8dadd,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2568,REGULAR,99a053295b6f50c323fa86673c93b15765f02230e1b8ab4d2f2bd292b24043a9,c3f44b57f4d3111f5ef6a5e670f4c95ebe5708fe6642da082f5db9283f1d8301,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],03/08/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2569,REGULAR,efc23f9b8de039b2b534c7213959bb134133a1687aa8cd050cae1384a6d14050,d0a5504da5c79ca35039306734a23cf61e0ab6f7509b12f7cba11064fe90143a,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2570,REGULAR,f80f31a6b09430ffd16ed5591a2239af9bc53e2001c44921b233bb235fd8a9f8,ff15bbdb2efcfd1e32b861787e57013f02f86a9c52cba28b82e90f05255da483,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],06/08/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2571,REGULAR,84cfa3f3d3369d06e4bf4b1a5576cc476009f548c0d8f4b829d6624c686b532b,e287b6d8486e42cf316f87ffb0b0a8ce31309b3520c8811996f3478c5647cb89,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2572,REGULAR,11ad0fc7b350097a0b711b3eb41ba09852ca2ab6efb38a302289a9c8c2facb53,dce915f1869e5f3ab2b85fa1ca14440aaf6d81201bdb0bf7add5acd74d5165c9,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2573,REGULAR,a23b5bdaec391b19df1fd1b377f3bec312787fb42a1960dd1c53436bf3bfe824,052c5ebfa4f75514c220e527b3ea0abb61cc13198c6fe1e1bbe0ce54fb02a171,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],30/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2574,REGULAR,471a88297871046a0f5cb65c1b0c5d68ff3d65edd6cff3d993b2efcead37d5e4,ee4da1f9543bbc8ec252ce02cacee3209408b620d1ddbc5e7057ade1557063dc,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2575,REGULAR,6d0011ea1e9ffded9000317777b86ffd392e27f5e8e7dc7881bf9d7d72139074,e28087027b6b9d5db89821937ae1b798b6093877eaf981e6f86d3e96bcb2b342,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2576,REGULAR,409174e4be255ef3df18927ce744b9acfe15370412b5d25e5cd06fd691e83fa1,023accd3ac6314d04b4cea49a2a494e2279d7a9d00f4e12ba510c8071435974c,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],04/08/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2577,REGULAR,0c9b35f7dc983ab915fb5e51c42eea43b67b21db97c74e66a3bfb2237fd4c4d2,1b7e668cad3c441c1a9db6b32a866099a1b8211fc217c5cb79477d3b915dce85,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2578,REGULAR,70f14f4562005aeb23c0676f6f49aa8830bb72b3bc6b00e1d609902ed9a29803,abe95446ef0a8caec854e7392d1c8e8db3ec4aea573bf3cb6bfc2dcd5ba4537a,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2579,REGULAR,cc0a1092cd0decb973a61ef62ea12838586608e040bd02ed9876d0d2223c9691,db9ba6da2c9a3e1e255f1f0bb873ed3abc4b79cd3206b544e1c8f17048a8d595,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2580,REGULAR,6c2348e21646e33cd6984f0e04e8f22b75d6dbcfa464148a9de0c8353547689e,b6a7bc79f0a75bb11189aff83115ed62a1cc7cbb04d2ded3e2d7483c6fab6fb5,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2581,REGULAR,ee74a21687489b2810383f1e34314bcae0e91704cc8810c791afce82c87be9a5,54f5c98525e6977e6f967d79a31987a1f735c454fd3ffdc9ac2134034f5b8edd,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2582,REGULAR,5d897fcbbb7ba4a72af9653f979168f5d74171d79e9df9b6c68db94fa9d9829c,f5d063c5ca86a31336699611e0a5ee10fbdd373eef607f9e8c3327ab8b9fcd12,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],29/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2583,REGULAR,c80b527dee3ce50c15a00dc1329df7ecc7b6c5480bc81c1e09d7f5276b43a260,907b2fbe0217313e55623c0ae9638404dcb15eda11bd7b2f976346c023a7e9a0,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2584,REGULAR,984b9e06765eb4655e1aaecc239f8b75b523c41ffbc6bb0c176e410ae8b9d0bf,ada4fab1854b09bced72636e060facc414ad13ac69f6402e6ef38ec32c2022d3,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2585,REGULAR,e6a3a7dc04ca96815df21670c687e32050beee486cdf446bdaedd6adf12622dc,a9c2518297fd7114fa12181295e5c99d5848ffab88f9174ec5e3662372d03bba,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2586,REGULAR,01b4a3fde2eb25620fb244d5f3d43e44b230df8327fb9e5d5456c12477999dc9,cb28628e06f533816cd96e5d703fd462bae0080e15fc0b107f54b16e7af68a4e,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2587,REGULAR,64c6c0f9869d167ba3dd05a8df5ccf40046d253af25909657e1d6e7b0d1b92c3,b098587d1d99a5da97e8b54306dd92bab3418fd205a0ea903ed4ee00fd85db80,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2588,REGULAR,0026a70b092af4c1b78d2fc71b7ba553ca970885f8af8478ce531dcf6ef54787,2bd3e022384714a6f74d6e97e8dc0bf548c3d12ffb2d2b9038df5c6a1b63e944,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2589,REGULAR,cbf8f4152f51f6ad0f444b3a32e68c6263dbdbec9a2e8eff875978be308ffa69,8302e082317f36691983cd68f869e647e527858fe2ed6f6dcad649968c0cb13b,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2590,REGULAR,2fa555e7b3e530d040672da5a8f69b482033103c9e453182c653d1d9aab0d357,e9b94ec8ea77c4da436577210373efc8d580c8b661247d126e5059411be53f45,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2591,REGULAR,879754d1af34ea0569468f8f9bd76813608ff5fef919f2a83d63764223389311,67e8488c1b19ca48b721393bf8fa28519ac1e5210026aca08e789f9262aed106,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],28/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2592,REGULAR,55c648663e38a3ac9ed331bb3973e3e5974d7943bece7356d39a31d2323fc921,510f5b3de1e365842ae2701f63660a1dc97a11ebb3ca89bc3cadafdf47474403,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],30/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2593,REGULAR,5c5575e5c3ffa656112f2008cac4a9244c4449c6d2a287a78b5e3edd52ae8432,9a489bc0ce2d84e59ed8664893a535c215d2079b3d779fb28860cdc6882abd8d,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2594,REGULAR,4e821a205994710d7e2be5c69c782a684d945e7472b9e38030b3bcd404c493a3,8625e6c7f46fed78f729fd7822acb7ac78c3c61c78b4d8c5ec86f6e338b95684,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],25/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2595,REGULAR,eac81aa86aa4df43bbf45a6514b5156475b068b0d977dc6aaceb10d8a71e8cec,92042a70b5f12004b2590b34920516cb2749dc9d3d98e09db6691e493cfeec06,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2596,REGULAR,fe352dce3ed62983fcfa93a18905e1370b5cfd9347b27a26032784c0572bf043,f81b0d622e5c90473898c21d4872f95a85f5d8ca4805bcf8f54eca8304211620,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2597,REGULAR,b1b0409fb89668b39e68b338f9dae171681c862a5b878e972ff834b3c570e7d9,96238890b4f27facd93f68ee052b06451968d113667a04e833ca6c3c37792391,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],26/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2598,REGULAR,33e0b8207f312aac88729ad49d8d1186333d026eecb454f7542c54218354e087,799f4c19e7e0e9337b5c0145df36f34e434f5b5f5fd4097a7f88b4328c13a0b6,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2599,REGULAR,886d42636a6458ac52fb60789bcf38b739ec51d68e215a1407eb598c37b372b6,503f03cc60713c39ee855c3a88f5170d0b168f5db1ce20c4b7fcd2298f954d60,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],02/08/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2600,REGULAR,270d01d24c171f7b2246b8194243f58f3e76a70fde31f630ae9dfa231123e87a,d63b43a0d3a06b7f35c874437dbf220d3f770b16e992809b675779f482844b19,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2601,REGULAR,1994f6f7ab4170bef95540108ec5ce8fdd9796118adda03ee25f7cb1c516844d,10f966699a6de1f5d08d2c070e88f70d40329193b1ebb2419e6c76b8e1894e1f,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],30/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2602,REGULAR,a278ef8ae3782ba717da58cc0d0dc7b5c75c70719d4ce1fcff00df976aa56d80,ef8473da91bb932652e64b9f05ba23304c0b2c3e4d8aeb3ab691bbffc7e9cc5f,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2603,REGULAR,21702ec9f2caa41cb20c51d61886078307a93b392db1590fcf30e2842a137490,4c5b0487086b09b08e50a7c8da3d2dd24b986896e628693c75576114942c2e49,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],30/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2604,REGULAR,bc108464ca75a109a8c5e6e072dd0aa935d7f90bb02b9597775c026b66028920,a11391c51821201d9f70d53f6d531806c4720ff8ccafe989269c85b7b7cdd8af,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2605,REGULAR,e7348c1bb0fbf551840555c9a1bce2ef257622d38a62cf5bdc6dacf9ba50f3af,acabc6dee752ca7e255715288e8f6ace2c7a04f32952daccb812b350ed1d0ae3,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2606,REGULAR,571ce467376375d2d28e6035bafd18814f9b55a2441f8c8a5900dbe717119e3d,df1aff9407d39a54703ee78158e713db567baf77d9315bca049132371e392b53,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2607,REGULAR,0f6be356e2076f7457a0b350941bf8b6d447c32f6ed0d4b14eb2f30575f14bc7,5b081f1a39bb497dd8b9645c2b86a19ec905cbf176d8be0be88fcfb6dbfcc7c0,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],30/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2608,REGULAR,d780d1d3c5b837af41d86ce44404dc3d57b72e9debc5aec210fe21ad50644d61,fe5fd87854f75aab40386c16d88beb8299580faed46d09bac5a846f868d0c52d,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2609,REGULAR,95962c7d81eb9ecbfe8bd0c1edd6bce3751e4fecaac1fb6fc02b0c4d4cd982f4,2cb32d0986278cdc6131560c7f136b61bf867aee591cf1a6e3dbd52612223084,Master of Science By Research,MS Batch of 2024,Term I 2024-25,07/08/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2610,REGULAR,5301bd34c57660cd6d473c4927cfb86ddacd0e91027218b0a7a27dc388904657,0dfe8f1929b054d6f3fe74b5bc63e439ef93d1bd40f357193033994468cf841d,Master of Science By Research,MS Batch of 2024,Term I 2024-25,07/08/24,Uttam Kumar,DAS 703/Geographic Information Systems,T1-24-25-DAS 703
2611,REGULAR,6e2fb857a6d034e72b4c9fd44ea92766ac2be895938bef76b16fc2200b24859c,37246fba22c111141d5a4c8653a2448d9e3e22c75253f995281a68babe608e40,Master of Science Digital Society,2023-25 MScDT,Term I [2024-25],01/08/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2612,REGULAR,ec4fae2d75242d97e70a83697c57fe7e89490f6d21b0a6bcbe3a7f1c4fee483b,c1eae1a545c992f5f11ad6aecc7f8fe18fcb55714e5bda1e518cfafb15f2e809,Master of Science Digital Society,2023-25 MScDT,Term I [2024-25],07/08/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2613,REGULAR,9968b7a8460dbcea88ecd59f90e141d3cd9c6030a8d4964e053522879486d88c,8df532bfb268ec3ef5bef5d592701f4f441f34808c20bb5baabb2cd7c616e24c,Master of Science Digital Society,2023-25 MScDT,Term I [2024-25],07/08/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2614,REGULAR,a3c2d4a7cff0deac4456c5df7a8ee7410dd49ab558cf1a2ffb80c8d9a0502083,d25b5f8e724aa563a8ce046fdd96eb41d961a3194e3747581e1c6582aaffa272,Integrated Master of Technology CSE,2021-26 iMtech,Term I [2024-25],28/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2615,REGULAR,c03ab67243c6554aec4ace8e6a70c21905eaf6307657a96c856f38f5e592e340,c3d3760bf91aad04d9fdf1aa5a85779f286855c5d40ab70a45eac1b95f6344d1,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],30/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2616,REGULAR,f1855e56ddf20a445bd2821ab8a7ea8eb57ededcbbec1cf9ca387a743abce6ec,202bcd3a63fce0e7b06149f09f75f8d7b7ffd19d69e3080efcba77fd92554d2c,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],30/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2617,REGULAR,18c2681d93b1aff90046ba1a27b6a7fcb1e8df44dea0a4cc32204f4bf0cd9f7a,6378edbc52a323436fa8e3c260fa8bb9405a699843537376382d4a3758305a89,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2618,REGULAR,1c05b74065b77c00d6232b8c19ae01aebe1627268819d8d7665e716d86abfe3e,4ffaf6d66eab130e67f3a2d402e173f684583a322fd11777829a7f86df8d8f6d,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2619,REGULAR,388b4a6e14b6be99536820158b9de2e9374abfb408fdba7f6d19710086545427,f5fa36c708c94d63790d6f88aba43faa2f4cc7675125cfc2f21ebf408151c56c,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],30/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2620,REGULAR,a53b6b6671b6475bb2588f6583e94099e264263b85cc35f41d1d8c32765c302a,cacd4ca90eccd9011937cb83d02f6c959908593b705af3fed1f4fdaed6f90514,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],29/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2621,REGULAR,e89d01727479442559d28721a3d66d1a0dc70299d41c2a8a57b8e4c599a2fa0e,5321d27b11815e5872e4792da1d90b363b853e7bca78295e7d8be03f4e6755e2,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2622,REGULAR,121b31587aa0052521518e609907b97b9d175b7c1a7450e82f7f3341b2c95b8e,b645c6a397a27198ff130cf6835def8e3ae01b067d95b2ba46aade5d3f95e8bf,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2623,REGULAR,be654822a6e9934ec46ec7176b139bad88a9563f157a5c8acabc3097477754ba,8bd107c306771420ae19133b7fde7f03f95e716fba1e43a90ffe8bed3a3c4481,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2624,REGULAR,2db661398c5c5adb8d861295073757088218c364c89deb8bbeed5de2233db3b2,c771671535af41b796da8effc57a503a2d1feb2ea2c067b1b259671c123c16f7,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2625,REGULAR,ad806abd07932f902fca36803d746b5495454f80c44857cc251f8c0fff6218b9,42d6a3aaa270f12a8a3a1336fb8d84b8e3266253644bfdeceb327cda82cc27e8,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],30/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2626,REGULAR,35c374bddc0a69811ebb7faa6e6135dfb3aa92361910512ad9009019b521b728,f321396c3210ea56971bc615c6bef4ac7caec8444657c7e36dd2d23a616294f5,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],30/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2627,REGULAR,e8ea4b9f19c5b6bf0286e6b4a25ceb12c93a59e2f082bc135f5385e1618bd879,20c8352bca80bcc10be3f6a0975eef68fc5c9528274abc553ed24cbf349cddc4,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],25/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2628,REGULAR,d198ccfcae2e7024bab6aef080f468f760921ef678f4b135983c421413ebeae2,004d3f9ff39a2d860efe975a940a174a51b91a516af7944e66730e998d12c3ab,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],24/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2629,REGULAR,dc5769f2915fec9f8706b1b69ebb03f36671bdd94d0a768d188f5af3a43cdb0e,91e869b5f3697721bf418c21d6ff033813a83261971c1dafb8c96b9cdff42f37,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],25/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2630,REGULAR,6ddb6ab0a32d82bfc7d6b6989e655f51c84be3e78f6208e0072fa1e73dc88f0f,9a10e477032dc4cfa7396db80c8b5d1cdc3cd0946cc33389d717c2d4cc6e33de,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2631,REGULAR,2bb741db7beea3ed4498c6dd22b5bc868e58cdb55ee175c2a273bd24636bed52,d91a3bc09f9a3c0a7cc6fd11c9682ba9d32204782ce494a1e6c827c7b3a936c6,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],02/08/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2632,REGULAR,d8472391de24d19223edabdc5ef120bb750dd27515edbf9e4229033f541bb8da,9c23bd01345609bb180b14e777aa46734a3b1f3d1973c5ce59fef1b0c5db8cc5,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2633,REGULAR,78a8d053b39a27695f64eb76726d4f979ec7b995bf7e714f3226335ae4115dc3,c6a0685efef8bbf6d4be20fd603c93c0980c575bfc70f1ced9268a7dc146fc87,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],02/08/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2634,REGULAR,76d389a322e6a9baa1b09e4ba76f8dd7e72ae8993a96e9f02fd84d33a1e17167,b219af026dfe2403acc9a0ad096cd1453e8b516b549ce9c900f40fc1fc0155ce,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],30/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2635,REGULAR,34aa98dfe98331ea3996b02d91f37d6eaf0b4fdc1d8252cbb9174317c63936dc,0e60a87b58ec48e00184e178bc387c642e640e3a368eff0b40fca7f2a81e4324,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],24/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2636,REGULAR,2392c99a69fc6b9841de4b069105ca6e49d4edf456b5c2eb2208d79eac31bea9,c296be808eb3116edf30b1a2d4e9d796017e32bdb1007d4a80bf17648543b2fa,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2637,REGULAR,3958eeedf1f2ddc67707d7b8a92f6190d7f4aa4116999a02201a512753cb1806,12088da7c41b818bfa1d0e51c790b791c1b0afdb18b71b9e26a65698d06c264c,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2638,REGULAR,b512eec1d280a86fd5731d187c47ee0b198dbe759d10153333c9ae55309f80fe,b21f96596d533a5ec9db908cd8f893a26ac95f7535be012230e634b93528c2e5,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2639,REGULAR,598480dbc7258a7264ca4baf39059ae1f5425384e69b715591700eed64c53e49,12b51db6617bcc5cb81f31fe0f3f2ee7cde7404e20f44ceb94ed8d3d23d8dadd,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2640,REGULAR,99a053295b6f50c323fa86673c93b15765f02230e1b8ab4d2f2bd292b24043a9,c3f44b57f4d3111f5ef6a5e670f4c95ebe5708fe6642da082f5db9283f1d8301,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],03/08/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2641,REGULAR,f80f31a6b09430ffd16ed5591a2239af9bc53e2001c44921b233bb235fd8a9f8,ff15bbdb2efcfd1e32b861787e57013f02f86a9c52cba28b82e90f05255da483,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2642,REGULAR,14e7cf0df6d46d335bcb2daecf94da5f9f2214abab8ff01e2c89505940be2cee,a4837be53bdba87c5483040cb143a5be4681eb855488957432765b78734895d4,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],30/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2643,REGULAR,409174e4be255ef3df18927ce744b9acfe15370412b5d25e5cd06fd691e83fa1,023accd3ac6314d04b4cea49a2a494e2279d7a9d00f4e12ba510c8071435974c,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2644,REGULAR,48325359cdb6c066514873f57b88167b3f3288ea796dc1b038c509304598da03,694a96aee82910e3f7ba298120ffc4b747978eb08bea660a7abfb0be0f340415,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2645,REGULAR,cc0a1092cd0decb973a61ef62ea12838586608e040bd02ed9876d0d2223c9691,db9ba6da2c9a3e1e255f1f0bb873ed3abc4b79cd3206b544e1c8f17048a8d595,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],31/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
2646,REGULAR,3215dd584552f6759893bd9a7dbcad190f82d2ef8c2b8fcc697d48fbdb8adc0f,3b33b45b25e37f9a620df422159a145e530656a7ddad698971dc076206ca2e4e,Integrated Master of Technology CSE,2022-27iMtech,Term I [2024-25],30/07/24,Jaya Sreevalsan Nair,DAS 732/Data Visualization,T1-24-25-DAS 732
